freq (Hz),leafValue( getData("out" ?result "noise") "Q0.m" 1 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "Q0.m" 2 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "Q0.m" 4 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "Q0.m" 8 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "Q0.m" 16 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "Q0.m" 32 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "Q0.m" 64 ) (A / sqrt(Hz))
10.4713E3,30.0049E-12,42.3879E-12,59.8177E-12,84.2370E-12,118.137E-12,164.369E-12,225.344E-12
10.7152E3,30.0002E-12,42.3813E-12,59.8085E-12,84.2243E-12,118.119E-12,164.346E-12,225.316E-12
10.9648E3,29.9957E-12,42.3749E-12,59.7996E-12,84.2119E-12,118.102E-12,164.324E-12,225.289E-12
11.2202E3,29.9913E-12,42.3687E-12,59.7908E-12,84.1997E-12,118.086E-12,164.302E-12,225.262E-12
11.4815E3,29.9870E-12,42.3626E-12,59.7823E-12,84.1879E-12,118.070E-12,164.281E-12,225.236E-12
11.7490E3,29.9827E-12,42.3567E-12,59.7740E-12,84.1764E-12,118.054E-12,164.260E-12,225.211E-12
12.0226E3,29.9786E-12,42.3509E-12,59.7659E-12,84.1652E-12,118.039E-12,164.240E-12,225.186E-12
12.3027E3,29.9746E-12,42.3453E-12,59.7580E-12,84.1542E-12,118.024E-12,164.220E-12,225.162E-12
12.5893E3,29.9707E-12,42.3398E-12,59.7503E-12,84.1435E-12,118.009E-12,164.201E-12,225.138E-12
12.8825E3,29.9669E-12,42.3345E-12,59.7428E-12,84.1331E-12,117.995E-12,164.183E-12,225.115E-12
13.1826E3,29.9632E-12,42.3292E-12,59.7355E-12,84.1230E-12,117.981E-12,164.164E-12,225.093E-12
13.4896E3,29.9596E-12,42.3241E-12,59.7284E-12,84.1131E-12,117.968E-12,164.147E-12,225.071E-12
13.8038E3,29.9561E-12,42.3192E-12,59.7214E-12,84.1034E-12,117.955E-12,164.129E-12,225.049E-12
14.1254E3,29.9526E-12,42.3143E-12,59.7146E-12,84.0940E-12,117.942E-12,164.112E-12,225.029E-12
14.4544E3,29.9493E-12,42.3096E-12,59.7080E-12,84.0848E-12,117.929E-12,164.096E-12,225.008E-12
14.7911E3,29.9460E-12,42.3050E-12,59.7016E-12,84.0759E-12,117.917E-12,164.080E-12,224.989E-12
15.1356E3,29.9428E-12,42.3005E-12,59.6953E-12,84.0671E-12,117.905E-12,164.064E-12,224.969E-12
15.4882E3,29.9397E-12,42.2961E-12,59.6891E-12,84.0586E-12,117.894E-12,164.049E-12,224.951E-12
15.8489E3,29.9367E-12,42.2919E-12,59.6832E-12,84.0503E-12,117.882E-12,164.034E-12,224.932E-12
16.2181E3,29.9337E-12,42.2877E-12,59.6773E-12,84.0422E-12,117.871E-12,164.020E-12,224.914E-12
16.5959E3,29.9308E-12,42.2836E-12,59.6716E-12,84.0343E-12,117.860E-12,164.005E-12,224.897E-12
16.9824E3,29.9280E-12,42.2797E-12,59.6661E-12,84.0266E-12,117.850E-12,163.992E-12,224.880E-12
17.3780E3,29.9253E-12,42.2758E-12,59.6607E-12,84.0191E-12,117.840E-12,163.978E-12,224.863E-12
17.7828E3,29.9226E-12,42.2721E-12,59.6554E-12,84.0118E-12,117.830E-12,163.965E-12,224.847E-12
18.1970E3,29.9200E-12,42.2684E-12,59.6503E-12,84.0047E-12,117.820E-12,163.952E-12,224.831E-12
18.6209E3,29.9174E-12,42.2648E-12,59.6453E-12,83.9977E-12,117.811E-12,163.940E-12,224.816E-12
19.0546E3,29.9150E-12,42.2613E-12,59.6404E-12,83.9910E-12,117.801E-12,163.928E-12,224.801E-12
19.4984E3,29.9126E-12,42.2579E-12,59.6356E-12,83.9843E-12,117.792E-12,163.916E-12,224.787E-12
19.9526E3,29.9102E-12,42.2546E-12,59.6310E-12,83.9779E-12,117.784E-12,163.904E-12,224.772E-12
20.4174E3,29.9079E-12,42.2514E-12,59.6264E-12,83.9716E-12,117.775E-12,163.893E-12,224.758E-12
20.8930E3,29.9057E-12,42.2482E-12,59.6220E-12,83.9655E-12,117.767E-12,163.882E-12,224.745E-12
21.3796E3,29.9035E-12,42.2451E-12,59.6177E-12,83.9595E-12,117.758E-12,163.871E-12,224.732E-12
21.8776E3,29.9013E-12,42.2421E-12,59.6135E-12,83.9537E-12,117.750E-12,163.861E-12,224.719E-12
22.3872E3,29.8993E-12,42.2392E-12,59.6094E-12,83.9480E-12,117.743E-12,163.851E-12,224.706E-12
22.9087E3,29.8972E-12,42.2364E-12,59.6054E-12,83.9424E-12,117.735E-12,163.841E-12,224.694E-12
23.4423E3,29.8953E-12,42.2336E-12,59.6015E-12,83.9370E-12,117.728E-12,163.831E-12,224.682E-12
23.9883E3,29.8933E-12,42.2309E-12,59.5977E-12,83.9318E-12,117.721E-12,163.822E-12,224.671E-12
24.5471E3,29.8915E-12,42.2282E-12,59.5940E-12,83.9266E-12,117.714E-12,163.812E-12,224.659E-12
25.1189E3,29.8896E-12,42.2257E-12,59.5904E-12,83.9216E-12,117.707E-12,163.803E-12,224.648E-12
25.7040E3,29.8878E-12,42.2232E-12,59.5869E-12,83.9167E-12,117.700E-12,163.795E-12,224.637E-12
26.3027E3,29.8861E-12,42.2207E-12,59.5835E-12,83.9120E-12,117.694E-12,163.786E-12,224.627E-12
26.9153E3,29.8844E-12,42.2183E-12,59.5801E-12,83.9073E-12,117.687E-12,163.778E-12,224.617E-12
27.5423E3,29.8828E-12,42.2160E-12,59.5769E-12,83.9028E-12,117.681E-12,163.770E-12,224.607E-12
28.1838E3,29.8811E-12,42.2137E-12,59.5737E-12,83.8984E-12,117.675E-12,163.762E-12,224.597E-12
28.8403E3,29.8796E-12,42.2115E-12,59.5706E-12,83.8941E-12,117.669E-12,163.754E-12,224.587E-12
29.5121E3,29.8780E-12,42.2093E-12,59.5676E-12,83.8899E-12,117.664E-12,163.747E-12,224.578E-12
30.1995E3,29.8765E-12,42.2072E-12,59.5646E-12,83.8858E-12,117.658E-12,163.739E-12,224.569E-12
30.9030E3,29.8751E-12,42.2052E-12,59.5617E-12,83.8818E-12,117.653E-12,163.732E-12,224.560E-12
31.6228E3,29.8737E-12,42.2032E-12,59.5589E-12,83.8779E-12,117.647E-12,163.725E-12,224.552E-12
32.3594E3,29.8723E-12,42.2012E-12,59.5562E-12,83.8741E-12,117.642E-12,163.718E-12,224.543E-12
33.1131E3,29.8709E-12,42.1993E-12,59.5535E-12,83.8704E-12,117.637E-12,163.712E-12,224.535E-12
33.8844E3,29.8696E-12,42.1975E-12,59.5509E-12,83.8668E-12,117.632E-12,163.705E-12,224.527E-12
34.6737E3,29.8683E-12,42.1957E-12,59.5484E-12,83.8633E-12,117.627E-12,163.699E-12,224.519E-12
35.4813E3,29.8671E-12,42.1939E-12,59.5459E-12,83.8599E-12,117.623E-12,163.693E-12,224.512E-12
36.3078E3,29.8658E-12,42.1922E-12,59.5435E-12,83.8565E-12,117.618E-12,163.687E-12,224.505E-12
37.1535E3,29.8647E-12,42.1905E-12,59.5412E-12,83.8533E-12,117.614E-12,163.681E-12,224.497E-12
38.0189E3,29.8635E-12,42.1889E-12,59.5389E-12,83.8501E-12,117.609E-12,163.675E-12,224.490E-12
38.9045E3,29.8624E-12,42.1873E-12,59.5367E-12,83.8470E-12,117.605E-12,163.670E-12,224.484E-12
39.8107E3,29.8613E-12,42.1857E-12,59.5345E-12,83.8440E-12,117.601E-12,163.664E-12,224.477E-12
40.7380E3,29.8602E-12,42.1842E-12,59.5324E-12,83.8410E-12,117.597E-12,163.659E-12,224.470E-12
41.6869E3,29.8591E-12,42.1827E-12,59.5303E-12,83.8382E-12,117.593E-12,163.654E-12,224.464E-12
42.6580E3,29.8581E-12,42.1813E-12,59.5283E-12,83.8354E-12,117.589E-12,163.649E-12,224.458E-12
43.6516E3,29.8571E-12,42.1799E-12,59.5263E-12,83.8326E-12,117.586E-12,163.644E-12,224.452E-12
44.6684E3,29.8561E-12,42.1785E-12,59.5244E-12,83.8300E-12,117.582E-12,163.639E-12,224.446E-12
45.7088E3,29.8552E-12,42.1772E-12,59.5225E-12,83.8274E-12,117.578E-12,163.635E-12,224.440E-12
46.7735E3,29.8543E-12,42.1759E-12,59.5207E-12,83.8248E-12,117.575E-12,163.630E-12,224.435E-12
47.8630E3,29.8534E-12,42.1746E-12,59.5189E-12,83.8224E-12,117.572E-12,163.626E-12,224.429E-12
48.9779E3,29.8525E-12,42.1734E-12,59.5172E-12,83.8200E-12,117.568E-12,163.621E-12,224.424E-12
50.1187E3,29.8516E-12,42.1722E-12,59.5155E-12,83.8176E-12,117.565E-12,163.617E-12,224.419E-12
51.2861E3,29.8508E-12,42.1710E-12,59.5138E-12,83.8153E-12,117.562E-12,163.613E-12,224.414E-12
52.4807E3,29.8500E-12,42.1698E-12,59.5122E-12,83.8131E-12,117.559E-12,163.609E-12,224.409E-12
53.7032E3,29.8492E-12,42.1687E-12,59.5107E-12,83.8109E-12,117.556E-12,163.605E-12,224.404E-12
54.9541E3,29.8484E-12,42.1676E-12,59.5091E-12,83.8088E-12,117.553E-12,163.601E-12,224.399E-12
56.2341E3,29.8477E-12,42.1666E-12,59.5076E-12,83.8067E-12,117.550E-12,163.598E-12,224.395E-12
57.5440E3,29.8469E-12,42.1655E-12,59.5062E-12,83.8047E-12,117.548E-12,163.594E-12,224.390E-12
58.8844E3,29.8462E-12,42.1645E-12,59.5048E-12,83.8028E-12,117.545E-12,163.590E-12,224.386E-12
60.2560E3,29.8455E-12,42.1635E-12,59.5034E-12,83.8008E-12,117.542E-12,163.587E-12,224.382E-12
61.6595E3,29.8448E-12,42.1626E-12,59.5021E-12,83.7990E-12,117.540E-12,163.584E-12,224.378E-12
63.0957E3,29.8441E-12,42.1616E-12,59.5007E-12,83.7972E-12,117.537E-12,163.580E-12,224.374E-12
64.5654E3,29.8435E-12,42.1607E-12,59.4995E-12,83.7954E-12,117.535E-12,163.577E-12,224.370E-12
66.0693E3,29.8429E-12,42.1598E-12,59.4982E-12,83.7936E-12,117.532E-12,163.574E-12,224.366E-12
67.6083E3,29.8422E-12,42.1590E-12,59.4970E-12,83.7920E-12,117.530E-12,163.571E-12,224.362E-12
69.1831E3,29.8416E-12,42.1581E-12,59.4958E-12,83.7903E-12,117.528E-12,163.568E-12,224.358E-12
70.7946E3,29.8411E-12,42.1573E-12,59.4947E-12,83.7887E-12,117.526E-12,163.565E-12,224.355E-12
72.4436E3,29.8405E-12,42.1565E-12,59.4935E-12,83.7871E-12,117.524E-12,163.562E-12,224.351E-12
74.1310E3,29.8399E-12,42.1557E-12,59.4924E-12,83.7856E-12,117.522E-12,163.560E-12,224.348E-12
75.8578E3,29.8394E-12,42.1549E-12,59.4914E-12,83.7841E-12,117.519E-12,163.557E-12,224.345E-12
77.6247E3,29.8389E-12,42.1542E-12,59.4903E-12,83.7827E-12,117.518E-12,163.554E-12,224.342E-12
79.4328E3,29.8383E-12,42.1535E-12,59.4893E-12,83.7813E-12,117.516E-12,163.552E-12,224.338E-12
81.2831E3,29.8378E-12,42.1528E-12,59.4883E-12,83.7799E-12,117.514E-12,163.549E-12,224.335E-12
83.1764E3,29.8373E-12,42.1521E-12,59.4873E-12,83.7785E-12,117.512E-12,163.547E-12,224.332E-12
85.1138E3,29.8369E-12,42.1514E-12,59.4864E-12,83.7772E-12,117.510E-12,163.545E-12,224.330E-12
87.0964E3,29.8364E-12,42.1507E-12,59.4855E-12,83.7760E-12,117.508E-12,163.542E-12,224.327E-12
89.1251E3,29.8359E-12,42.1501E-12,59.4846E-12,83.7747E-12,117.507E-12,163.540E-12,224.324E-12
91.2011E3,29.8355E-12,42.1495E-12,59.4837E-12,83.7735E-12,117.505E-12,163.538E-12,224.321E-12
93.3254E3,29.8351E-12,42.1489E-12,59.4828E-12,83.7723E-12,117.503E-12,163.536E-12,224.319E-12
95.4993E3,29.8346E-12,42.1483E-12,59.4820E-12,83.7712E-12,117.502E-12,163.534E-12,224.316E-12
97.7237E3,29.8342E-12,42.1477E-12,59.4812E-12,83.7700E-12,117.500E-12,163.532E-12,224.314E-12
100.000E3,29.8338E-12,42.1471E-12,59.4804E-12,83.7689E-12,117.499E-12,163.530E-12,224.311E-12
102.329E3,29.8334E-12,42.1466E-12,59.4796E-12,83.7679E-12,117.497E-12,163.528E-12,224.309E-12
104.713E3,29.8331E-12,42.1460E-12,59.4789E-12,83.7668E-12,117.496E-12,163.526E-12,224.307E-12
107.152E3,29.8327E-12,42.1455E-12,59.4781E-12,83.7658E-12,117.495E-12,163.524E-12,224.304E-12
109.648E3,29.8323E-12,42.1450E-12,59.4774E-12,83.7648E-12,117.493E-12,163.522E-12,224.302E-12
112.202E3,29.8320E-12,42.1445E-12,59.4767E-12,83.7638E-12,117.492E-12,163.521E-12,224.300E-12
114.815E3,29.8316E-12,42.1440E-12,59.4760E-12,83.7629E-12,117.491E-12,163.519E-12,224.298E-12
117.490E3,29.8313E-12,42.1435E-12,59.4754E-12,83.7620E-12,117.489E-12,163.517E-12,224.296E-12
120.226E3,29.8310E-12,42.1431E-12,59.4747E-12,83.7611E-12,117.488E-12,163.516E-12,224.294E-12
123.027E3,29.8306E-12,42.1426E-12,59.4741E-12,83.7602E-12,117.487E-12,163.514E-12,224.292E-12
125.893E3,29.8303E-12,42.1422E-12,59.4735E-12,83.7593E-12,117.486E-12,163.513E-12,224.290E-12
128.825E3,29.8300E-12,42.1418E-12,59.4729E-12,83.7585E-12,117.485E-12,163.511E-12,224.288E-12
131.826E3,29.8297E-12,42.1414E-12,59.4723E-12,83.7577E-12,117.483E-12,163.510E-12,224.287E-12
134.896E3,29.8294E-12,42.1409E-12,59.4717E-12,83.7569E-12,117.482E-12,163.508E-12,224.285E-12
138.038E3,29.8292E-12,42.1405E-12,59.4712E-12,83.7561E-12,117.481E-12,163.507E-12,224.283E-12
141.254E3,29.8289E-12,42.1402E-12,59.4706E-12,83.7554E-12,117.480E-12,163.506E-12,224.281E-12
144.544E3,29.8286E-12,42.1398E-12,59.4701E-12,83.7547E-12,117.479E-12,163.504E-12,224.280E-12
147.911E3,29.8284E-12,42.1394E-12,59.4696E-12,83.7539E-12,117.478E-12,163.503E-12,224.278E-12
151.356E3,29.8281E-12,42.1391E-12,59.4691E-12,83.7532E-12,117.477E-12,163.502E-12,224.277E-12
154.882E3,29.8279E-12,42.1387E-12,59.4686E-12,83.7526E-12,117.476E-12,163.500E-12,224.275E-12
158.489E3,29.8276E-12,42.1384E-12,59.4681E-12,83.7519E-12,117.476E-12,163.499E-12,224.274E-12
162.181E3,29.8274E-12,42.1380E-12,59.4677E-12,83.7513E-12,117.475E-12,163.498E-12,224.272E-12
165.959E3,29.8271E-12,42.1377E-12,59.4672E-12,83.7506E-12,117.474E-12,163.497E-12,224.271E-12
169.824E3,29.8269E-12,42.1374E-12,59.4668E-12,83.7500E-12,117.473E-12,163.496E-12,224.270E-12
173.780E3,29.8267E-12,42.1371E-12,59.4663E-12,83.7494E-12,117.472E-12,163.495E-12,224.268E-12
177.828E3,29.8265E-12,42.1368E-12,59.4659E-12,83.7488E-12,117.471E-12,163.494E-12,224.267E-12
181.970E3,29.8263E-12,42.1365E-12,59.4655E-12,83.7483E-12,117.471E-12,163.493E-12,224.266E-12
186.209E3,29.8261E-12,42.1362E-12,59.4651E-12,83.7477E-12,117.470E-12,163.492E-12,224.264E-12
190.546E3,29.8259E-12,42.1359E-12,59.4647E-12,83.7472E-12,117.469E-12,163.491E-12,224.263E-12
194.984E3,29.8257E-12,42.1357E-12,59.4643E-12,83.7466E-12,117.468E-12,163.490E-12,224.262E-12
199.526E3,29.8255E-12,42.1354E-12,59.4640E-12,83.7461E-12,117.468E-12,163.489E-12,224.261E-12
204.174E3,29.8253E-12,42.1351E-12,59.4636E-12,83.7456E-12,117.467E-12,163.488E-12,224.260E-12
208.930E3,29.8251E-12,42.1349E-12,59.4633E-12,83.7451E-12,117.466E-12,163.487E-12,224.259E-12
213.796E3,29.8250E-12,42.1346E-12,59.4629E-12,83.7447E-12,117.466E-12,163.486E-12,224.258E-12
218.776E3,29.8248E-12,42.1344E-12,59.4626E-12,83.7442E-12,117.465E-12,163.485E-12,224.257E-12
223.872E3,29.8246E-12,42.1342E-12,59.4622E-12,83.7437E-12,117.464E-12,163.485E-12,224.256E-12
229.087E3,29.8245E-12,42.1339E-12,59.4619E-12,83.7433E-12,117.464E-12,163.484E-12,224.255E-12
234.423E3,29.8243E-12,42.1337E-12,59.4616E-12,83.7429E-12,117.463E-12,163.483E-12,224.254E-12
239.883E3,29.8242E-12,42.1335E-12,59.4613E-12,83.7424E-12,117.463E-12,163.482E-12,224.253E-12
245.471E3,29.8240E-12,42.1333E-12,59.4610E-12,83.7420E-12,117.462E-12,163.482E-12,224.252E-12
251.189E3,29.8239E-12,42.1331E-12,59.4607E-12,83.7416E-12,117.462E-12,163.481E-12,224.251E-12
257.040E3,29.8237E-12,42.1329E-12,59.4604E-12,83.7412E-12,117.461E-12,163.480E-12,224.250E-12
263.027E3,29.8236E-12,42.1327E-12,59.4602E-12,83.7409E-12,117.461E-12,163.480E-12,224.249E-12
269.153E3,29.8234E-12,42.1325E-12,59.4599E-12,83.7405E-12,117.460E-12,163.479E-12,224.249E-12
275.423E3,29.8233E-12,42.1323E-12,59.4596E-12,83.7401E-12,117.460E-12,163.478E-12,224.248E-12
281.838E3,29.8232E-12,42.1321E-12,59.4594E-12,83.7398E-12,117.459E-12,163.478E-12,224.247E-12
288.403E3,29.8231E-12,42.1319E-12,59.4591E-12,83.7394E-12,117.459E-12,163.477E-12,224.246E-12
295.121E3,29.8229E-12,42.1318E-12,59.4589E-12,83.7391E-12,117.458E-12,163.476E-12,224.245E-12
301.995E3,29.8228E-12,42.1316E-12,59.4587E-12,83.7388E-12,117.458E-12,163.476E-12,224.245E-12
309.030E3,29.8227E-12,42.1314E-12,59.4584E-12,83.7384E-12,117.457E-12,163.475E-12,224.244E-12
316.228E3,29.8226E-12,42.1313E-12,59.4582E-12,83.7381E-12,117.457E-12,163.475E-12,224.243E-12
323.594E3,29.8225E-12,42.1311E-12,59.4580E-12,83.7378E-12,117.456E-12,163.474E-12,224.243E-12
331.131E3,29.8224E-12,42.1310E-12,59.4578E-12,83.7375E-12,117.456E-12,163.474E-12,224.242E-12
338.844E3,29.8223E-12,42.1308E-12,59.4576E-12,83.7372E-12,117.456E-12,163.473E-12,224.241E-12
346.737E3,29.8221E-12,42.1307E-12,59.4574E-12,83.7370E-12,117.455E-12,163.473E-12,224.241E-12
354.813E3,29.8220E-12,42.1305E-12,59.4572E-12,83.7367E-12,117.455E-12,163.472E-12,224.240E-12
363.078E3,29.8219E-12,42.1304E-12,59.4570E-12,83.7364E-12,117.454E-12,163.472E-12,224.240E-12
371.535E3,29.8219E-12,42.1303E-12,59.4568E-12,83.7361E-12,117.454E-12,163.471E-12,224.239E-12
380.189E3,29.8218E-12,42.1301E-12,59.4566E-12,83.7359E-12,117.454E-12,163.471E-12,224.238E-12
389.045E3,29.8217E-12,42.1300E-12,59.4564E-12,83.7356E-12,117.453E-12,163.470E-12,224.238E-12
398.107E3,29.8216E-12,42.1299E-12,59.4562E-12,83.7354E-12,117.453E-12,163.470E-12,224.237E-12
407.380E3,29.8215E-12,42.1298E-12,59.4561E-12,83.7352E-12,117.453E-12,163.469E-12,224.237E-12
416.869E3,29.8214E-12,42.1296E-12,59.4559E-12,83.7349E-12,117.452E-12,163.469E-12,224.236E-12
426.580E3,29.8213E-12,42.1295E-12,59.4557E-12,83.7347E-12,117.452E-12,163.468E-12,224.236E-12
436.516E3,29.8212E-12,42.1294E-12,59.4556E-12,83.7345E-12,117.452E-12,163.468E-12,224.235E-12
446.684E3,29.8212E-12,42.1293E-12,59.4554E-12,83.7343E-12,117.452E-12,163.468E-12,224.235E-12
457.088E3,29.8211E-12,42.1292E-12,59.4553E-12,83.7340E-12,117.451E-12,163.467E-12,224.234E-12
467.735E3,29.8210E-12,42.1291E-12,59.4551E-12,83.7338E-12,117.451E-12,163.467E-12,224.234E-12
478.630E3,29.8209E-12,42.1290E-12,59.4550E-12,83.7336E-12,117.451E-12,163.467E-12,224.233E-12
489.779E3,29.8209E-12,42.1289E-12,59.4548E-12,83.7334E-12,117.450E-12,163.466E-12,224.233E-12
501.187E3,29.8208E-12,42.1288E-12,59.4547E-12,83.7332E-12,117.450E-12,163.466E-12,224.233E-12
512.861E3,29.8207E-12,42.1287E-12,59.4546E-12,83.7331E-12,117.450E-12,163.466E-12,224.232E-12
524.807E3,29.8207E-12,42.1286E-12,59.4544E-12,83.7329E-12,117.450E-12,163.465E-12,224.232E-12
537.032E3,29.8206E-12,42.1285E-12,59.4543E-12,83.7327E-12,117.449E-12,163.465E-12,224.231E-12
549.541E3,29.8205E-12,42.1284E-12,59.4542E-12,83.7325E-12,117.449E-12,163.465E-12,224.231E-12
562.341E3,29.8205E-12,42.1283E-12,59.4540E-12,83.7323E-12,117.449E-12,163.464E-12,224.231E-12
575.440E3,29.8204E-12,42.1282E-12,59.4539E-12,83.7322E-12,117.449E-12,163.464E-12,224.230E-12
588.844E3,29.8203E-12,42.1281E-12,59.4538E-12,83.7320E-12,117.448E-12,163.464E-12,224.230E-12
602.560E3,29.8203E-12,42.1280E-12,59.4537E-12,83.7318E-12,117.448E-12,163.463E-12,224.229E-12
616.595E3,29.8202E-12,42.1280E-12,59.4536E-12,83.7317E-12,117.448E-12,163.463E-12,224.229E-12
630.957E3,29.8202E-12,42.1279E-12,59.4535E-12,83.7315E-12,117.448E-12,163.463E-12,224.229E-12
645.654E3,29.8201E-12,42.1278E-12,59.4533E-12,83.7314E-12,117.448E-12,163.463E-12,224.228E-12
660.693E3,29.8201E-12,42.1277E-12,59.4532E-12,83.7312E-12,117.447E-12,163.462E-12,224.228E-12
676.083E3,29.8200E-12,42.1277E-12,59.4531E-12,83.7311E-12,117.447E-12,163.462E-12,224.228E-12
691.831E3,29.8199E-12,42.1276E-12,59.4530E-12,83.7309E-12,117.447E-12,163.462E-12,224.227E-12
707.946E3,29.8199E-12,42.1275E-12,59.4529E-12,83.7308E-12,117.447E-12,163.461E-12,224.227E-12
724.436E3,29.8198E-12,42.1274E-12,59.4528E-12,83.7307E-12,117.447E-12,163.461E-12,224.227E-12
741.310E3,29.8198E-12,42.1274E-12,59.4527E-12,83.7305E-12,117.446E-12,163.461E-12,224.226E-12
758.578E3,29.8197E-12,42.1273E-12,59.4526E-12,83.7304E-12,117.446E-12,163.461E-12,224.226E-12
776.247E3,29.8197E-12,42.1272E-12,59.4525E-12,83.7303E-12,117.446E-12,163.460E-12,224.226E-12
794.328E3,29.8197E-12,42.1272E-12,59.4524E-12,83.7301E-12,117.446E-12,163.460E-12,224.226E-12
812.831E3,29.8196E-12,42.1271E-12,59.4523E-12,83.7300E-12,117.446E-12,163.460E-12,224.225E-12
831.764E3,29.8196E-12,42.1270E-12,59.4523E-12,83.7299E-12,117.446E-12,163.460E-12,224.225E-12
851.138E3,29.8195E-12,42.1270E-12,59.4522E-12,83.7297E-12,117.445E-12,163.460E-12,224.225E-12
870.964E3,29.8195E-12,42.1269E-12,59.4521E-12,83.7296E-12,117.445E-12,163.459E-12,224.224E-12
891.251E3,29.8194E-12,42.1268E-12,59.4520E-12,83.7295E-12,117.445E-12,163.459E-12,224.224E-12
912.011E3,29.8194E-12,42.1268E-12,59.4519E-12,83.7294E-12,117.445E-12,163.459E-12,224.224E-12
933.254E3,29.8193E-12,42.1267E-12,59.4518E-12,83.7293E-12,117.445E-12,163.459E-12,224.224E-12
954.993E3,29.8193E-12,42.1267E-12,59.4517E-12,83.7292E-12,117.445E-12,163.458E-12,224.223E-12
977.237E3,29.8193E-12,42.1266E-12,59.4517E-12,83.7290E-12,117.444E-12,163.458E-12,224.223E-12
1.00000E6,29.8192E-12,42.1265E-12,59.4516E-12,83.7289E-12,117.444E-12,163.458E-12,224.223E-12
